,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
4165,Forward,70,70,550000.0,7000.0,36,188,84,Defensa y Justicia,Argentina Primera División,2022.0,Paraguay,Right,3,3,3,High/Low,56.0,71.0,62.0,66.0,42.0,70.0,56,72,73,64,66,67,70,50,61,69,58,55,64,65,46,77,67,62,75,64,70,40,74,65,70,73,35,40,43
4166,Midfielder,70,70,975000.0,16000.0,33,180,77,Middlesbrough,English League Championship,2022.0,England,Right,3,3,1,Medium/High,57.0,68.0,67.0,70.0,69.0,72.0,63,63,60,68,72,68,66,61,68,72,61,54,70,71,69,78,72,85,66,72,71,68,64,71,63,74,71,70,68
4167,Forward,70,70,1300000.0,5000.0,31,181,73,Estoril Praia,Portuguese Liga ZON SAGRES,2022.0,Portugal,Right,3,3,2,Medium/Medium,63.0,68.0,67.0,70.0,42.0,61.0,61,71,70,70,70,66,72,63,65,73,64,63,72,72,66,66,75,60,61,61,59,40,77,69,71,76,45,37,28
4168,Midfielder,70,70,800000.0,7000.0,33,181,73,Club Atlético Huracán,Argentina Primera División,2021.0,Argentina,Right,3,2,2,Medium/High,41.0,59.0,59.0,63.0,70.0,71.0,34,57,73,71,23,59,52,55,69,69,46,37,52,67,68,67,71,52,74,64,88,67,42,60,69,82,71,72,67
4169,Midfielder,70,70,1300000.0,12000.0,31,180,76,Royal Antwerp FC,Belgian Jupiler Pro League,2022.0,Congo DR,Right,4,3,1,High/High,68.0,66.0,68.0,69.0,61.0,76.0,68,62,62,69,70,68,62,63,67,72,68,68,66,72,64,73,74,74,78,69,73,62,68,71,54,74,59,63,56
4170,Midfielder,70,70,1300000.0,9000.0,31,184,76,GZT Giresunspor,Turkish Süper Lig,2022.0,Senegal,Left,3,3,2,Medium/Medium,63.0,68.0,69.0,70.0,71.0,78.0,68,66,77,73,68,71,63,50,71,70,58,67,68,72,55,75,74,66,81,66,85,68,68,68,59,77,69,74,70
4171,Midfielder,70,70,1100000.0,5000.0,31,180,75,FC Cartagena,Spanish Segunda División,2023.0,Spain,Left,3,2,1,High/High,69.0,70.0,69.0,69.0,67.0,74.0,67,66,59,70,65,68,72,70,68,69,72,67,73,66,62,75,64,80,71,73,77,70,69,68,71,72,65,68,67
4172,Defender,70,70,1200000.0,5000.0,31,175,68,LA Galaxy,USA Major League Soccer,2022.0,United States,Left,3,3,1,High/Medium,76.0,57.0,67.0,68.0,63.0,67.0,69,54,57,70,53,67,61,53,70,67,78,75,74,68,73,66,54,80,66,55,55,64,62,64,58,67,63,65,64
4173,Midfielder,70,70,1300000.0,16000.0,31,168,62,Stoke City,English League Championship,2022.0,Wales,Right,2,3,1,High/High,66.0,61.0,69.0,73.0,70.0,68.0,67,60,52,73,54,68,66,59,71,73,67,66,82,69,91,67,81,77,60,56,74,72,67,66,60,78,72,71,70
4174,Forward,70,70,1000000.0,9000.0,33,189,80,Club Atlético Central Córdoba,Argentina Primera División,2021.0,Uruguay,Right,4,3,1,Medium/Low,62.0,73.0,51.0,65.0,30.0,73.0,42,73,78,53,71,65,68,64,40,69,59,65,67,59,45,80,81,63,84,68,57,20,72,58,70,59,35,21,14
4175,Defender,70,70,825000.0,26000.0,33,178,72,Fulham,English League Championship,2022.0,Belgium,Right,3,3,1,High/Medium,73.0,51.0,64.0,72.0,67.0,67.0,65,45,61,69,49,72,59,59,64,70,74,73,78,69,73,62,85,63,66,54,71,71,62,59,49,77,65,68,65
4176,Defender,70,70,275000.0,500.0,37,184,82,Guaireña FC,Paraguayan Primera División,2021.0,Paraguay,Right,2,2,1,Low/High,60.0,42.0,50.0,51.0,70.0,72.0,40,40,68,63,31,34,49,51,51,70,57,63,57,61,53,56,79,70,73,36,71,67,17,35,58,61,68,74,70
4177,Midfielder,70,70,650000.0,500.0,35,180,75,Club River Plate Asunción,Paraguayan Primera División,2022.0,Paraguay,Right,3,3,1,High/Low,66.0,71.0,69.0,69.0,33.0,62.0,59,72,71,70,67,70,73,78,65,71,65,67,63,71,64,69,54,75,57,70,59,25,70,75,80,63,39,22,21
4178,Midfielder,70,70,1300000.0,4000.0,32,181,78,FC Vizela,Portuguese Liga ZON SAGRES,2022.0,Brazil,Right,3,3,1,Medium/Medium,67.0,63.0,70.0,71.0,66.0,69.0,63,51,61,74,52,71,72,73,67,73,66,67,69,68,69,77,71,80,67,76,60,61,60,72,79,68,72,66,63
4179,Defender,70,70,825000.0,10000.0,33,177,65,Antalyaspor,Turkish Süper Lig,2023.0,Turkey,Left,3,3,1,High/Medium,79.0,67.0,69.0,73.0,63.0,63.0,70,60,65,70,64,72,77,70,61,73,80,79,78,70,80,78,77,72,57,74,65,60,64,71,68,69,61,68,61
4180,Defender,70,70,425000.0,3000.0,35,191,84,FC Cincinnati,USA Major League Soccer,2022.0,United States,Right,3,3,2,Medium/Medium,46.0,55.0,63.0,64.0,68.0,74.0,62,49,72,66,54,63,67,60,58,67,40,51,62,68,44,64,78,66,76,56,78,67,60,61,63,72,68,68,68
4181,Midfielder,70,70,725000.0,5000.0,34,178,82,Sporting Kansas City,USA Major League Soccer,2021.0,Honduras,Left,4,3,1,High/High,53.0,67.0,68.0,70.0,69.0,81.0,64,62,70,68,59,70,69,58,72,69,57,50,70,68,72,80,75,80,79,69,89,70,67,72,60,72,67,71,70
4182,Defender,70,70,1300000.0,8000.0,30,185,81,Club Atlético Independiente,Argentina Primera División,2021.0,Argentina,Right,3,2,1,Low/Medium,52.0,31.0,49.0,52.0,70.0,73.0,33,21,76,68,24,48,34,32,50,54,48,55,48,68,52,57,76,60,79,31,74,68,29,41,30,68,70,70,69
4183,Midfielder,70,70,1300000.0,7000.0,31,170,67,Gallos Blancos de Querétaro,Mexican Liga MX,2021.0,Ecuador,Right,3,4,1,High/Low,85.0,65.0,66.0,77.0,29.0,55.0,68,60,50,65,64,78,76,64,61,75,89,82,85,59,85,74,67,47,63,67,40,25,60,67,68,75,19,38,20
4184,Defender,70,70,425000.0,500.0,35,185,80,Club Sporting Cristal,Peruvian Primera División,2023.0,Argentina,Right,2,2,1,Medium/High,54.0,35.0,51.0,46.0,68.0,75.0,43,35,76,65,27,29,45,38,46,62,53,55,57,64,46,35,68,61,81,36,78,71,21,43,49,57,62,71,66
4185,Defender,70,70,1100000.0,22000.0,32,176,83,Club Deportivo Guadalajara,Mexican Liga MX,2021.0,Mexico,Left,3,3,1,High/Medium,70.0,56.0,63.0,65.0,66.0,78.0,73,45,50,65,41,64,60,68,64,65,70,70,67,64,62,71,80,78,80,70,73,68,58,50,50,66,68,68,67
4186,Forward,70,70,1300000.0,13000.0,32,181,69,SK Sturm Graz,Austrian Football Bundesliga,2023.0,Austria,Right,4,3,1,Medium/Medium,66.0,71.0,70.0,68.0,37.0,61.0,71,71,65,70,73,67,72,70,68,69,67,65,70,68,70,74,51,72,64,70,42,35,74,71,67,69,40,31,25
4187,Defender,70,70,1200000.0,7000.0,31,173,71,K Beerschot VA,Belgian Jupiler Pro League,2023.0,Belgium,Right,3,2,1,High/High,75.0,58.0,63.0,63.0,65.0,73.0,68,50,47,64,56,58,60,61,66,64,73,77,70,66,73,67,71,83,69,65,71,68,61,57,57,69,67,65,66
4188,Forward,70,70,1000000.0,11000.0,33,169,65,Benevento,Italian Serie B,2022.0,Italy,Right,4,4,2,Medium/Medium,83.0,67.0,66.0,76.0,30.0,56.0,68,67,49,68,70,74,70,70,59,73,85,82,90,67,94,66,75,74,52,64,38,14,68,66,70,72,44,22,22
4189,Defender,70,70,525000.0,6000.0,34,184,73,Real Sporting de Gijón,Spanish Segunda División,2022.0,Spain,Right,3,2,1,Medium/Medium,53.0,33.0,57.0,54.0,71.0,72.0,53,21,70,68,32,43,63,40,68,62,52,54,59,69,64,57,57,69,77,36,69,68,46,36,30,67,73,71,68
4190,Midfielder,70,70,650000.0,4000.0,35,178,84,Burgos CF,Spanish Segunda División,2022.0,Spain,Right,4,3,1,Medium/Low,78.0,68.0,70.0,71.0,41.0,62.0,70,66,43,70,71,71,74,73,67,72,74,81,72,60,80,74,61,61,75,67,31,56,66,70,71,69,34,41,27
4191,Defender,70,70,1400000.0,6000.0,29,174,66,Legia Warszawa,Polish T-Mobile Ekstraklasa,2022.0,Sweden,Right,3,3,1,High/Medium,83.0,49.0,55.0,71.0,63.0,67.0,61,51,54,60,23,70,59,22,58,70,82,84,83,64,78,68,72,90,56,29,65,64,70,43,46,65,63,65,64
4192,Defender,70,70,1300000.0,17000.0,30,189,82,Bristol City,English League Championship,2023.0,England,Left,2,2,1,Low/High,48.0,34.0,43.0,44.0,70.0,75.0,44,30,72,53,30,36,41,20,51,48,46,49,46,70,48,59,72,60,80,19,84,70,23,27,35,55,70,70,72
4193,Forward,70,70,1300000.0,7000.0,31,184,75,Lech Poznań,Polish T-Mobile Ekstraklasa,2023.0,Poland,Right,3,2,1,Medium/Medium,68.0,69.0,56.0,68.0,32.0,72.0,55,72,74,65,62,66,43,51,36,74,63,72,67,67,59,71,85,64,75,62,70,32,72,61,71,68,19,32,24
4194,Defender,70,70,1200000.0,5000.0,31,180,78,SD Ponferradina,Spanish Segunda División,2022.0,Spain,Left,3,2,1,Medium/Medium,75.0,54.0,67.0,67.0,63.0,76.0,71,43,56,65,35,68,80,72,64,68,71,79,69,62,61,75,84,80,76,56,69,66,66,62,68,59,61,63,68
4195,Forward,70,70,1300000.0,4000.0,32,187,84,Tromsø IL,Norwegian Eliteserien,2021.0,Czech Republic,Right,2,2,1,High/Medium,66.0,68.0,54.0,64.0,32.0,80.0,49,71,80,63,61,63,57,34,53,66,58,72,63,68,64,70,77,73,82,61,82,33,72,50,69,65,31,22,18
4196,Forward,70,70,1600000.0,17000.0,30,183,83,Real Zaragoza,Spanish Segunda División,2022.0,Spain,Left,3,3,1,Medium/Low,71.0,71.0,58.0,67.0,30.0,66.0,57,76,66,64,64,66,49,39,50,69,69,72,72,70,58,71,77,75,74,66,30,26,69,63,55,55,32,21,19
4197,Forward,70,70,1300000.0,500.0,31,166,64,Club Atlético Rentistas,Uruguayan Primera División,2021.0,Uruguay,Right,3,3,1,Medium/Low,68.0,70.0,66.0,75.0,27.0,50.0,59,72,71,71,62,76,66,67,67,76,72,65,70,66,86,74,58,49,55,64,37,29,67,65,63,68,25,15,17
4198,Defender,70,70,1200000.0,13000.0,31,178,70,Trabzonspor,Turkish Süper Lig,2023.0,Turkey,Left,2,3,2,High/Medium,75.0,64.0,71.0,73.0,64.0,66.0,72,57,56,74,60,74,76,70,70,71,74,75,77,66,76,78,72,73,60,72,72,70,73,62,35,66,56,70,64
4199,Forward,70,70,1300000.0,10000.0,31,177,74,FC Luzern,Swiss Super League,2023.0,Serbia,Right,3,3,1,High/High,57.0,73.0,63.0,71.0,42.0,71.0,54,74,65,68,68,67,69,59,64,73,53,60,77,64,77,72,80,78,68,72,68,35,77,64,65,75,45,39,35
4200,Midfielder,70,70,1500000.0,12000.0,30,191,86,Al Fayha,Saudi Abdul L. Jameel League,2022.0,Greece,Left,3,3,2,Medium/Medium,46.0,60.0,73.0,63.0,66.0,75.0,64,45,73,77,60,64,70,59,77,73,46,46,38,62,45,80,70,62,82,71,74,63,68,74,60,72,62,68,67
4201,Midfielder,70,70,1400000.0,5000.0,29,182,79,Puebla FC,Mexican Liga MX,2021.0,Mexico,Right,3,2,1,High/High,56.0,65.0,67.0,62.0,65.0,75.0,60,57,58,72,65,58,64,65,69,66,64,49,64,67,64,78,64,85,78,70,60,69,55,65,68,65,61,67,69
4202,Midfielder,70,70,1500000.0,12000.0,30,180,73,SK Sturm Graz,Austrian Football Bundesliga,2023.0,Austria,Right,3,3,1,Medium/Medium,68.0,65.0,68.0,70.0,65.0,72.0,70,62,64,70,59,69,64,65,65,71,69,67,75,67,71,70,72,84,67,69,71,64,64,67,66,72,65,65,65
4203,Defender,70,70,1100000.0,3000.0,32,182,73,Avispa Fukuoka,Japanese J. League Division 1,2022.0,Sweden,Right,3,2,1,High/Low,79.0,67.0,65.0,66.0,63.0,76.0,68,69,53,61,51,66,70,75,69,65,72,85,73,69,61,70,63,93,75,63,58,63,73,64,70,67,66,63,62
4204,Midfielder,70,70,1300000.0,12000.0,31,180,76,Santos Laguna,Mexican Liga MX,2021.0,Mexico,Right,3,3,1,High/Medium,71.0,63.0,66.0,71.0,47.0,65.0,70,63,54,73,46,71,55,47,63,73,69,73,73,67,60,66,73,75,66,65,49,39,69,57,49,60,54,47,39
4205,Midfielder,70,70,325000.0,3000.0,37,181,77,CF Fuenlabrada,Spanish Segunda División,2022.0,Spain,Right,3,2,1,High/Medium,66.0,67.0,68.0,69.0,68.0,70.0,65,62,55,69,59,68,62,69,67,70,65,67,72,62,73,81,64,73,70,67,69,71,69,73,64,70,68,72,64
4206,Defender,70,70,1100000.0,5000.0,31,185,86,Sporting Kansas City,USA Major League Soccer,2022.0,Spain,Left,3,2,1,Low/Medium,30.0,48.0,66.0,60.0,71.0,72.0,60,45,69,73,46,58,58,52,70,67,30,30,54,70,38,58,42,58,81,47,74,72,43,60,52,67,70,72,71
4207,Forward,70,70,1000000.0,7000.0,33,182,72,Unión Deportiva Almería,Spanish Segunda División,2023.0,Spain,Right,4,3,1,Medium/Medium,89.0,68.0,67.0,71.0,36.0,71.0,67,68,62,65,69,69,77,73,57,67,87,91,90,70,69,70,91,72,70,65,68,35,71,75,68,69,41,26,29
4208,Forward,70,70,1600000.0,7000.0,29,184,78,Sparta Rotterdam,Holland Eredivisie,2022.0,Germany,Right,4,3,1,High/Medium,73.0,69.0,63.0,67.0,46.0,74.0,63,72,68,69,66,66,65,59,49,69,69,76,69,69,67,70,73,82,70,62,73,50,72,62,69,62,43,41,40
4209,Midfielder,70,70,1300000.0,7000.0,31,180,71,SD Huesca,Spanish Segunda División,2023.0,Spain,Left,3,3,1,High/Medium,67.0,67.0,69.0,70.0,65.0,66.0,71,63,57,67,67,70,72,73,70,70,65,68,72,70,68,74,54,75,70,66,49,68,67,69,74,68,66,63,65
4210,Midfielder,70,70,1300000.0,14000.0,31,180,77,Fortuna Düsseldorf,German 2. Bundesliga,2022.0,Russia,Left,3,3,1,Medium/Medium,61.0,67.0,69.0,70.0,65.0,68.0,70,61,55,71,63,68,68,65,68,74,60,62,68,68,72,74,70,74,67,76,62,65,69,68,57,67,70,65,63
4211,Defender,70,70,1100000.0,10000.0,32,187,77,Racing Club,Argentina Primera División,2023.0,Italy,Right,3,3,1,High/Medium,61.0,60.0,64.0,65.0,69.0,70.0,71,52,64,68,59,67,47,48,64,68,55,65,57,74,47,75,56,70,68,65,80,70,66,59,44,58,71,69,68
4212,Forward,70,70,1600000.0,18000.0,30,186,75,Bologna,Italian Serie A,2022.0,Italy,Left,3,3,1,High/Low,65.0,69.0,52.0,70.0,23.0,64.0,32,71,70,64,65,70,45,33,54,72,67,64,70,68,63,70,69,62,72,64,45,20,72,58,65,69,20,15,15
4213,Defender,70,70,500000.0,7000.0,35,178,82,Racing Club,Argentina Primera División,2022.0,Argentina,Right,3,2,1,High/Medium,65.0,50.0,65.0,62.0,69.0,78.0,70,35,54,67,49,62,83,53,63,63,66,64,58,75,56,72,82,72,81,55,77,70,56,57,62,52,73,70,63
4214,Defender,70,70,1400000.0,26000.0,29,173,73,Galatasaray SK,Turkish Süper Lig,2024.0,Turkey,Left,2,2,1,High/High,76.0,67.0,68.0,72.0,63.0,69.0,75,60,48,67,63,74,79,74,66,68,77,76,81,70,79,75,83,82,64,73,62,65,66,62,70,64,65,65,62
4215,Defender,70,70,425000.0,2000.0,35,178,77,Lecce,Italian Serie B,2022.0,Italy,Right,3,2,1,Medium/High,60.0,26.0,52.0,62.0,72.0,66.0,60,20,65,63,14,61,28,25,50,60,62,58,59,72,66,32,82,59,66,32,70,70,49,41,28,69,72,76,72
4216,Defender,70,70,1300000.0,5000.0,30,185,78,Toronto FC,USA Major League Soccer,2022.0,Congo DR,Left,2,3,1,Medium/Medium,81.0,39.0,62.0,63.0,68.0,76.0,62,36,69,70,30,61,42,22,66,66,75,85,62,66,54,56,72,72,80,32,74,68,40,59,33,65,68,68,71
4217,Midfielder,70,70,1500000.0,10000.0,30,175,71,Gimnasia y Esgrima La Plata,Argentina Primera División,2022.0,Argentina,Left,3,3,1,Medium/Medium,73.0,63.0,70.0,70.0,62.0,67.0,69,56,59,70,46,70,77,71,67,69,73,73,74,67,74,73,72,71,64,70,70,66,66,69,71,68,53,68,67
4218,Defender,70,70,1000000.0,7000.0,32,183,75,SV Werder Bremen,German 2. Bundesliga,2022.0,Germany,Right,3,2,1,Medium/Medium,56.0,55.0,62.0,67.0,70.0,70.0,52,54,65,71,35,65,40,53,60,67,59,54,66,71,65,57,72,68,69,55,76,67,59,64,63,77,69,74,70
4219,Forward,70,70,1600000.0,21000.0,29,178,76,Bristol City,English League Championship,2024.0,Austria,Right,3,3,1,High/High,81.0,69.0,62.0,70.0,45.0,70.0,59,69,68,66,59,70,68,64,48,68,82,81,76,71,68,74,60,82,63,67,74,52,72,67,67,63,40,41,34
4220,Forward,70,70,1600000.0,20000.0,30,188,86,Cardiff City,English League Championship,2023.0,Republic of Ireland,Right,3,2,1,High/High,66.0,69.0,55.0,66.0,41.0,82.0,43,72,72,63,67,65,61,45,50,68,66,66,67,70,53,71,84,83,85,59,72,36,74,60,72,70,41,37,32
4221,Defender,70,70,1000000.0,10000.0,32,184,76,Antalyaspor,Turkish Süper Lig,2024.0,Turkey,Right,2,2,1,Medium/High,60.0,54.0,60.0,64.0,71.0,77.0,68,40,70,65,38,68,54,42,67,62,54,64,62,65,55,75,71,78,79,69,70,69,64,44,48,56,70,73,71
4222,Midfielder,70,70,1500000.0,9000.0,30,177,67,Çaykur Rizespor,Turkish Süper Lig,2023.0,Turkey,Right,4,3,1,Medium/Low,75.0,62.0,69.0,72.0,52.0,68.0,68,57,59,73,50,71,75,40,69,70,73,76,83,69,83,73,73,71,61,68,78,46,71,70,50,68,58,49,49
4223,Forward,70,70,550000.0,7000.0,36,185,79,Altay SK,Turkish Süper Lig,2022.0,Portugal,Right,4,3,1,Medium/Low,36.0,73.0,61.0,68.0,29.0,69.0,56,74,79,71,72,66,44,46,46,72,38,34,58,72,63,73,75,54,79,67,60,31,78,69,78,78,23,23,15
4224,Midfielder,70,70,1600000.0,11000.0,29,183,84,Demir Grup Sivasspor,Turkish Süper Lig,2023.0,Norway,Right,3,3,1,High/Medium,64.0,64.0,67.0,71.0,69.0,79.0,59,62,68,73,62,70,63,52,70,71,65,64,73,73,67,61,70,81,82,65,69,69,67,66,80,72,68,71,69
4225,Midfielder,70,70,1300000.0,12000.0,31,177,71,Al Tai,Saudi Abdul L. Jameel League,2023.0,Zimbabwe,Right,4,3,1,Medium/Low,74.0,70.0,68.0,73.0,38.0,64.0,65,68,57,69,68,72,72,78,67,74,75,74,77,67,79,74,78,66,62,70,65,44,70,64,70,67,21,43,45
4226,Defender,70,70,1300000.0,21000.0,30,190,84,Blackburn Rovers,English League Championship,2023.0,Spain,Right,3,2,1,Medium/Medium,57.0,41.0,50.0,61.0,70.0,73.0,33,43,73,58,29,61,41,32,50,64,55,59,56,65,54,47,72,66,75,32,79,71,49,59,37,64,68,71,67
4227,Forward,70,70,675000.0,4000.0,35,174,70,FC Cartagena,Spanish Segunda División,2022.0,Japan,Right,4,3,2,Medium/Medium,59.0,69.0,67.0,71.0,51.0,67.0,66,68,74,72,73,71,53,50,67,70,63,56,76,74,65,72,83,61,66,65,72,48,73,69,70,68,41,56,45
4228,Forward,70,70,1600000.0,24000.0,30,191,90,PFC CSKA Moscow,Russian Premier League,2024.0,Russia,Right,3,2,1,High/High,69.0,70.0,56.0,61.0,31.0,78.0,56,72,77,59,64,57,61,45,48,66,59,78,65,67,63,73,76,68,86,66,72,53,72,56,68,60,20,18,13
4229,Defender,70,70,1100000.0,3000.0,31,186,75,AC Monza,Italian Serie B,2025.0,Italy,Right,3,3,1,Medium/High,53.0,58.0,71.0,71.0,70.0,71.0,67,40,72,73,64,72,72,72,72,75,47,58,60,69,63,79,69,74,71,75,66,71,56,69,73,73,67,71,68
4230,Midfielder,70,70,550000.0,500.0,34,180,80,Guaireña FC,Paraguayan Primera División,2021.0,Paraguay,Right,3,2,1,Low/High,59.0,48.0,65.0,58.0,68.0,68.0,66,45,46,72,43,53,48,54,73,64,58,59,57,74,55,54,65,58,82,49,44,74,53,54,44,56,60,78,70
4231,Defender,70,70,1200000.0,5000.0,31,177,73,Paris FC,French Ligue 2,2023.0,France,Left,3,3,1,High/High,79.0,44.0,66.0,68.0,65.0,72.0,70,38,58,65,33,67,69,54,65,65,80,78,80,68,74,60,72,78,70,45,69,66,60,67,25,70,65,66,65
4232,Defender,70,70,1300000.0,15000.0,30,191,90,Stoke City,English League Championship,2022.0,England,Right,2,2,1,Low/High,32.0,23.0,42.0,39.0,70.0,83.0,24,20,75,56,18,31,25,16,53,46,31,32,35,63,37,32,75,72,90,18,79,72,35,39,27,51,70,68,69
4233,Midfielder,70,70,1600000.0,9000.0,29,183,64,KV Mechelen,Belgian Jupiler Pro League,2022.0,Belgium,Left,2,3,1,High/Medium,45.0,68.0,75.0,70.0,47.0,67.0,76,61,38,74,62,70,75,73,75,74,50,41,61,68,68,78,47,73,69,73,61,58,71,75,71,74,47,46,38
4234,Defender,70,70,1400000.0,10000.0,29,181,75,Spezia,Italian Serie A,2022.0,Italy,Right,4,3,1,High/Medium,67.0,60.0,68.0,69.0,68.0,69.0,70,50,60,70,68,68,67,66,66,72,64,70,68,68,71,72,70,66,68,68,74,70,64,66,62,66,68,70,67
4235,Forward,70,70,1600000.0,9000.0,30,187,88,CFR Cluj,Romanian Liga I,2022.0,Romania,Left,3,3,1,Medium/Low,68.0,72.0,65.0,70.0,40.0,81.0,59,71,60,67,69,73,73,71,59,73,69,67,64,64,57,78,67,70,85,72,86,33,68,68,69,65,35,43,40
4236,Defender,70,70,1400000.0,5000.0,29,176,72,Malmö FF,Swedish Allsvenskan,2023.0,Sweden,Right,4,2,1,High/Medium,65.0,54.0,66.0,65.0,64.0,79.0,71,45,50,64,49,63,63,62,61,63,61,69,74,66,76,67,87,90,72,64,83,68,51,70,50,63,65,65,68
4237,Defender,70,70,1400000.0,17000.0,30,183,70,Preston North End,English League Championship,2023.0,Republic of Ireland,Left,3,3,1,Medium/High,63.0,54.0,64.0,68.0,68.0,73.0,70,55,66,68,25,68,47,56,67,68,60,65,71,66,67,60,73,69,72,54,82,67,60,55,44,72,70,68,67
4238,Defender,70,70,1300000.0,7000.0,29,184,83,KAS Eupen,Belgian Jupiler Pro League,2022.0,Spain,Right,3,2,2,Low/High,62.0,48.0,53.0,56.0,69.0,76.0,31,34,68,66,28,50,40,36,52,60,58,65,59,65,60,75,77,68,77,65,81,68,30,59,28,69,69,70,68
4239,Forward,70,70,1600000.0,700.0,29,181,72,Hajduk Split,Croatian Prva HNL,2024.0,Sweden,Left,4,3,1,Low/Low,75.0,67.0,67.0,70.0,41.0,58.0,67,68,62,65,64,70,68,65,62,68,76,75,77,69,72,67,34,76,58,65,43,41,72,72,59,73,38,40,33
4240,Midfielder,70,70,1000000.0,2000.0,33,183,75,Unión La Calera,Chilian Campeonato Nacional,2021.0,Argentina,Right,3,4,1,Medium/Medium,65.0,66.0,73.0,72.0,60.0,76.0,67,59,68,74,57,73,77,72,73,73,64,66,69,68,69,80,58,70,80,68,80,66,66,74,72,74,70,51,36
4241,Forward,70,70,1600000.0,18000.0,30,180,81,1. FC Union Berlin,German 1. Bundesliga,2022.0,Nigeria,Right,4,3,2,Medium/Medium,64.0,70.0,54.0,68.0,33.0,67.0,48,70,79,60,59,69,54,43,53,65,65,64,66,70,66,81,92,54,75,63,58,38,69,52,67,71,20,29,23
4242,Midfielder,70,70,1300000.0,30000.0,31,173,72,Cruz Azul,Mexican Liga MX,2025.0,Mexico,Right,3,3,1,High/Low,83.0,62.0,64.0,71.0,41.0,69.0,70,59,54,64,52,71,66,53,60,70,82,83,76,67,71,66,68,71,70,65,66,58,67,65,64,70,26,40,38
4243,Forward,70,70,675000.0,2000.0,35,184,77,Degerfors IF,Swedish Allsvenskan,2023.0,Serbia,Right,4,3,1,Medium/High,67.0,69.0,63.0,68.0,48.0,74.0,59,69,69,65,68,66,66,53,59,68,66,67,71,78,65,68,71,68,74,66,81,58,79,67,67,68,35,48,43
4244,Defender,70,70,750000.0,6000.0,33,186,84,Unión Deportiva Las Palmas,Spanish Segunda División,2022.0,Spain,Right,3,2,1,Medium/Medium,34.0,45.0,54.0,46.0,70.0,63.0,46,36,68,67,44,25,34,61,51,68,34,34,51,60,63,72,81,29,75,41,73,70,39,46,46,68,71,71,69
4245,Defender,70,70,1100000.0,5000.0,32,174,72,AS Nancy Lorraine,French Ligue 2,2022.0,Senegal,Left,3,3,1,Medium/Medium,80.0,62.0,62.0,67.0,65.0,79.0,67,61,62,66,59,66,59,41,59,65,79,80,74,68,81,67,77,76,80,61,83,65,67,58,45,65,64,66,65
4246,Defender,70,70,1400000.0,5000.0,28,170,69,D.C. United,USA Major League Soccer,2021.0,Honduras,Right,4,3,2,High/Medium,73.0,62.0,67.0,72.0,70.0,63.0,70,61,59,67,58,72,68,63,66,73,71,74,73,63,74,64,72,47,67,62,69,72,64,65,66,68,72,70,70
4247,Midfielder,70,70,1300000.0,10000.0,31,173,68,Al Faisaly,Saudi Abdul L. Jameel League,2022.0,France,Right,4,3,1,Medium/High,53.0,59.0,70.0,72.0,66.0,64.0,62,64,26,74,49,72,61,62,71,72,62,45,66,76,72,56,46,74,57,50,73,74,70,75,61,71,70,70,67
4248,Midfielder,70,70,1500000.0,11000.0,30,180,70,FC Metz,French Ligue 1,2022.0,France,Right,3,2,1,Medium/Medium,53.0,58.0,70.0,69.0,70.0,69.0,65,52,71,75,47,69,56,54,71,70,63,45,66,71,69,64,82,67,65,66,80,69,65,72,59,70,69,71,70
4249,Defender,70,70,1300000.0,5000.0,29,187,78,Sporting Kansas City,USA Major League Soccer,2022.0,France,Right,3,2,1,Medium/Medium,46.0,34.0,53.0,47.0,69.0,74.0,47,28,73,66,14,36,30,40,65,53,47,46,57,62,50,52,74,55,84,35,73,67,19,34,49,65,67,71,70
4250,Midfielder,70,70,1400000.0,10000.0,29,184,75,Demir Grup Sivasspor,Turkish Süper Lig,2023.0,Ghana,Right,3,3,1,Medium/Medium,67.0,58.0,63.0,64.0,70.0,74.0,62,47,59,68,58,61,64,65,59,64,68,66,69,71,65,68,81,76,72,72,75,70,62,58,59,70,70,72,70
4251,Midfielder,70,70,1100000.0,7000.0,31,172,74,Grasshopper Club Zürich,Swiss Super League,2023.0,Albania,Right,2,2,1,Medium/High,54.0,50.0,56.0,61.0,68.0,76.0,47,43,38,64,45,54,50,44,57,62,56,53,78,67,82,66,74,81,68,50,89,72,52,57,54,59,70,73,72
4252,Defender,70,70,1300000.0,3000.0,30,188,85,VfL Osnabrück,German 3. Bundesliga,2023.0,Germany,Left,3,2,1,Low/High,40.0,39.0,48.0,43.0,71.0,75.0,44,37,73,55,24,36,31,30,62,41,42,39,59,64,52,60,77,56,79,33,88,68,28,36,28,61,72,72,69
