position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
2,72,72,2300000.0,13000.0,30,186,82,Udinese Calcio,Italian Serie A,2022.0,Netherlands,0,3,3,1,5,72.0,62.0,68.0,73.0,73.0,72.0,73,56,60,70,59,75,69,52,61,76,66,76,66,74,53,75,61,72,74,64,71,73,74,66,53,68,74,76,71
0,72,72,2000000.0,11000.0,30,189,75,Millwall,English League Championship,2023.0,England,0,3,3,1,5,73.0,63.0,64.0,70.0,66.0,70.0,73,58,57,65,58,71,40,63,64,70,69,76,73,69,65,69,71,75,69,67,66,69,66,58,64,64,64,68,67
2,72,72,2200000.0,28000.0,30,177,72,US Salernitana 1919,Italian Serie A,2022.0,Nigeria,0,3,3,1,6,83.0,67.0,69.0,74.0,74.0,75.0,63,68,64,74,61,71,60,56,67,72,86,80,87,76,83,71,80,72,76,65,77,77,71,73,59,74,73,79,70
2,72,72,1900000.0,13000.0,31,170,68,Antalyaspor,Turkish Süper Lig,2022.0,Angola,1,3,4,1,6,87.0,65.0,67.0,74.0,58.0,60.0,57,63,40,71,60,72,66,61,65,70,87,87,87,71,90,67,69,80,51,65,54,60,71,72,70,75,65,55,57
2,72,72,1900000.0,600.0,31,170,70,Deportivo La Guaira FC,Venezuelan Primera División,2022.0,Venezuela,1,3,3,1,5,70.0,70.0,71.0,73.0,34.0,49.0,63,68,55,71,59,73,75,77,67,69,71,70,81,70,84,75,60,65,38,77,53,32,64,81,65,65,35,29,28
1,72,72,1900000.0,15000.0,32,187,80,FC St. Pauli,German 2. Bundesliga,2023.0,Austria,1,5,3,1,6,59.0,72.0,66.0,69.0,39.0,80.0,69,70,74,73,72,70,62,42,58,69,54,63,62,78,62,79,72,77,80,70,84,34,77,64,64,77,35,39,21
2,72,72,1900000.0,9000.0,31,169,60,Unión Deportiva Almería,Spanish Segunda División,2023.0,Spain,1,3,3,1,4,64.0,69.0,74.0,73.0,55.0,62.0,75,70,59,74,64,73,76,63,72,71,66,63,74,72,82,68,56,65,63,69,57,56,73,75,62,70,52,56,53
2,72,72,1900000.0,21000.0,31,180,73,SK Rapid Wien,Austrian Football Bundesliga,2022.0,Austria,1,4,3,1,5,72.0,67.0,71.0,69.0,65.0,69.0,75,68,58,73,64,67,70,64,72,70,69,75,76,69,74,71,54,76,68,64,65,66,70,67,55,71,65,66,68
2,72,72,2200000.0,21000.0,30,188,74,Stoke City,English League Championship,2023.0,England,0,4,3,1,5,70.0,70.0,71.0,70.0,66.0,73.0,71,70,62,73,68,70,69,67,68,73,68,71,66,73,63,70,72,88,70,74,62,69,68,72,65,69,67,68,58
2,72,72,2000000.0,30000.0,29,182,78,AS Monaco,French Ligue 1,2023.0,Guinea Bissau,1,3,3,1,3,71.0,60.0,65.0,69.0,70.0,79.0,59,50,64,68,58,69,54,65,74,69,66,75,67,70,63,73,71,80,80,65,77,67,60,62,74,74,72,72,66
0,72,72,1900000.0,11000.0,30,196,91,SV Darmstadt 98,German 2. Bundesliga,2022.0,Germany,1,3,2,1,4,37.0,51.0,47.0,43.0,74.0,73.0,42,48,83,58,39,32,34,26,48,56,34,40,32,72,34,75,34,56,87,31,71,70,47,42,73,69,73,74,71
2,72,72,2000000.0,6000.0,30,189,79,Minnesota United FC,USA Major League Soccer,2022.0,Slovakia,1,4,3,1,4,64.0,68.0,73.0,69.0,67.0,74.0,70,61,61,76,64,69,69,68,72,71,62,66,66,67,65,77,65,77,73,75,74,68,68,73,64,69,65,69,67
0,72,72,1700000.0,900.0,31,178,71,AEK Athens,Greek Super League,2023.0,Iran,0,3,3,1,5,76.0,67.0,70.0,73.0,67.0,70.0,74,56,56,70,54,72,69,72,68,74,77,76,72,70,83,83,63,70,73,79,63,69,68,67,66,63,70,67,66
2,72,72,1500000.0,950.0,33,165,62,Club Universitario de Deportes,Peruvian Primera División,2022.0,Panama,1,3,3,1,4,80.0,65.0,64.0,75.0,20.0,61.0,68,68,42,71,54,75,46,54,56,74,81,80,81,64,77,70,67,70,55,62,61,23,67,63,44,69,17,14,16
0,72,72,1100000.0,10000.0,33,195,93,Qingdao FC,Chinese Super League,2022.0,Serbia,0,2,2,1,3,33.0,46.0,55.0,51.0,73.0,76.0,56,27,78,60,17,48,38,58,60,58,33,33,33,66,32,74,74,56,86,70,74,73,32,45,44,68,71,75,71
1,72,72,1500000.0,3000.0,33,169,70,ATK Mohun Bagan FC,Indian Super League,2022.0,Fiji,1,4,4,1,6,90.0,72.0,66.0,73.0,46.0,79.0,63,74,60,66,66,71,70,63,65,70,91,89,84,69,84,70,83,90,72,68,80,42,73,68,74,75,41,50,43
1,72,72,2000000.0,15000.0,31,188,84,Queens Park Rangers,English League Championship,2023.0,England,1,2,2,1,3,50.0,75.0,57.0,66.0,36.0,69.0,56,74,78,62,72,63,59,43,46,73,50,50,61,74,52,80,74,48,80,69,66,44,77,62,81,76,20,37,22
0,72,72,1500000.0,17000.0,32,186,80,FC Girondins de Bordeaux,French Ligue 1,2023.0,Mozambique,1,3,2,2,4,39.0,48.0,57.0,63.0,73.0,73.0,40,44,75,72,50,59,55,32,55,69,37,40,59,67,64,49,76,64,76,59,76,72,43,54,38,70,72,74,70
2,72,72,2000000.0,22000.0,30,188,76,Cardiff City,English League Championship,2022.0,England,1,2,3,1,5,51.0,60.0,71.0,69.0,67.0,77.0,68,52,74,73,54,68,64,68,77,73,48,53,64,69,59,73,69,84,75,68,75,65,59,68,64,75,67,67,64
2,72,72,2300000.0,30000.0,28,180,75,Beşiktaş JK,Turkish Süper Lig,2022.0,Turkey,1,4,4,2,4,64.0,68.0,77.0,77.0,57.0,61.0,76,62,50,79,72,79,80,74,77,78,66,63,74,65,78,74,71,60,57,72,69,60,66,76,75,74,60,55,58
0,72,72,2100000.0,20000.0,28,183,80,Swansea City,English League Championship,2022.0,England,0,2,2,1,5,68.0,43.0,67.0,65.0,69.0,75.0,75,30,65,66,44,61,58,63,65,70,68,68,62,70,64,65,66,81,72,51,78,70,63,63,27,66,71,70,65
1,72,72,2400000.0,25000.0,28,185,85,Aytemiz Alanyaspor,Turkish Süper Lig,2021.0,Senegal,1,3,3,2,3,66.0,72.0,55.0,71.0,32.0,69.0,50,72,74,64,74,72,64,60,46,73,64,68,69,68,59,79,75,52,83,62,56,20,75,48,77,70,35,26,24
0,72,72,2000000.0,20000.0,30,179,75,AS Saint-Étienne,French Ligue 1,2023.0,Brazil,0,2,3,1,5,67.0,59.0,71.0,70.0,69.0,67.0,75,54,58,75,59,69,73,58,72,70,68,67,74,72,72,70,72,70,63,59,70,68,69,60,57,68,67,73,72
0,72,72,1700000.0,4000.0,31,178,76,AC Monza,Italian Serie B,2023.0,Italy,1,3,2,2,5,69.0,42.0,61.0,66.0,72.0,76.0,66,30,68,64,37,64,55,46,68,66,65,73,65,73,69,65,68,73,72,43,91,73,49,51,51,66,73,72,72
2,72,72,1900000.0,29000.0,31,184,76,Stade Rennais FC,French Ligue 1,2022.0,France,1,4,3,2,4,56.0,67.0,73.0,71.0,66.0,67.0,69,64,56,76,63,71,71,66,75,74,52,59,63,70,62,72,63,61,69,68,70,62,66,74,76,70,66,72,68
1,72,72,2300000.0,8000.0,30,186,86,SV Sandhausen,German 2. Bundesliga,2025.0,Germany,1,4,3,1,4,63.0,74.0,57.0,66.0,38.0,78.0,57,77,65,64,68,64,77,39,41,69,66,61,60,70,74,78,76,73,84,65,70,35,77,58,70,62,32,40,33
2,72,72,2300000.0,950.0,30,177,72,Al Ain FC,UAE Arabian Gulf League,2022.0,United Arab Emirates,1,4,3,1,5,80.0,72.0,65.0,75.0,29.0,66.0,63,72,71,67,74,76,68,62,62,74,79,81,80,67,74,72,73,71,63,70,64,25,73,66,74,75,24,24,25
1,72,72,2300000.0,1000.0,29,180,76,AEK Athens,Greek Super League,2024.0,Argentina,1,4,3,1,3,74.0,75.0,61.0,73.0,33.0,59.0,55,75,60,63,73,70,81,59,59,77,74,74,75,75,71,78,61,67,65,75,32,20,70,62,69,66,45,22,27
0,72,72,1600000.0,8000.0,32,180,74,Real Valladolid CF,Spanish Segunda División,2023.0,Spain,0,2,2,1,4,66.0,63.0,69.0,64.0,65.0,76.0,75,58,56,72,57,59,74,71,67,68,64,67,64,65,80,73,81,91,70,65,71,66,59,59,64,64,62,69,72
0,72,72,1700000.0,4000.0,31,182,75,IF Elfsborg,Swedish Allsvenskan,2022.0,Sweden,1,4,3,1,5,81.0,63.0,69.0,68.0,65.0,75.0,68,59,58,68,57,65,69,70,65,66,80,81,79,70,77,71,74,86,71,68,69,69,66,72,58,70,61,67,65
0,72,72,1700000.0,16000.0,31,175,75,VfL Bochum 1848,German 1. Bundesliga,2023.0,Costa Rica,1,2,3,1,5,84.0,48.0,66.0,71.0,67.0,71.0,70,32,52,67,58,70,66,54,66,68,86,83,81,69,87,71,90,70,65,52,80,68,65,62,54,64,68,69,67
0,72,72,2100000.0,6000.0,29,177,72,Molde FK,Norwegian Eliteserien,2025.0,Norway,1,3,3,1,5,86.0,57.0,64.0,73.0,67.0,65.0,64,57,54,68,47,72,65,38,62,73,85,86,79,68,79,60,67,81,58,59,62,70,66,63,41,64,67,68,66
0,72,72,1900000.0,6000.0,30,188,83,Columbus Crew,USA Major League Soccer,2025.0,Ghana,1,3,2,2,4,63.0,46.0,56.0,55.0,71.0,81.0,41,28,71,71,55,48,38,31,70,60,59,66,54,77,40,79,84,76,86,56,75,73,25,44,44,73,74,69,63
0,72,72,2000000.0,11000.0,29,183,76,KV Kortrijk,Belgian Jupiler Pro League,2022.0,Australia,1,3,2,1,4,69.0,57.0,56.0,54.0,74.0,75.0,48,55,72,67,43,45,52,25,65,55,69,69,67,68,67,66,78,75,76,58,72,76,52,47,63,70,78,70,72
0,72,73,2400000.0,19000.0,27,180,67,Sheffield United,English League Championship,2022.0,England,0,3,2,1,4,69.0,41.0,60.0,61.0,72.0,74.0,58,40,66,65,32,55,60,40,59,64,68,69,72,68,70,43,83,71,72,38,80,70,52,57,43,59,72,74,74
2,72,72,1900000.0,9000.0,31,176,72,Jeonbuk Hyundai Motors,Korean K League 1,2022.0,Korea Republic,0,4,4,1,5,78.0,68.0,71.0,74.0,60.0,70.0,65,68,58,73,64,72,72,68,67,75,78,78,84,71,71,67,72,79,68,68,64,64,75,77,72,73,59,61,55
0,72,72,1700000.0,8000.0,31,177,72,Ulsan Hyundai FC,Korean K League 1,2022.0,Korea Republic,1,3,3,1,6,91.0,57.0,61.0,69.0,64.0,79.0,67,57,58,65,53,67,61,50,59,65,90,91,88,69,79,65,77,78,78,51,83,68,59,50,56,58,63,65,66
0,72,72,1600000.0,750.0,31,189,85,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,2022.0,Czech Republic,1,3,2,1,4,61.0,35.0,53.0,58.0,73.0,77.0,36,30,77,66,29,53,41,41,62,62,60,61,57,73,53,46,57,70,85,35,70,71,39,44,40,66,71,74,72
1,72,72,2000000.0,14000.0,31,182,75,Udinese Calcio,Italian Serie A,2022.0,North Macedonia,0,3,3,1,5,68.0,74.0,52.0,69.0,35.0,74.0,39,79,70,66,66,70,65,62,45,70,71,65,63,71,74,68,72,76,76,69,69,27,78,42,72,68,41,27,26
2,72,72,650000.0,12000.0,35,185,80,VfL Bochum 1848,German 1. Bundesliga,2022.0,France,1,3,3,1,6,53.0,57.0,64.0,70.0,70.0,76.0,55,55,72,71,64,69,54,47,68,73,54,52,67,72,69,63,81,85,75,58,67,71,41,66,49,75,70,70,65
1,72,72,1500000.0,8000.0,33,185,80,Málaga CF,Spanish Segunda División,2023.0,Argentina,1,4,3,1,6,67.0,72.0,68.0,73.0,36.0,76.0,67,75,70,72,63,73,57,58,62,74,65,69,71,73,69,73,81,81,76,67,70,28,73,71,67,69,24,37,48
2,72,72,2300000.0,25000.0,29,182,73,Al Shabab,Saudi Abdul L. Jameel League,2022.0,Brazil,0,3,3,1,3,86.0,71.0,66.0,71.0,49.0,76.0,67,66,57,67,70,71,63,64,62,72,87,85,76,65,69,83,66,71,79,73,78,57,70,66,66,70,35,55,51
2,72,72,1900000.0,6000.0,31,172,70,Stade Malherbe Caen,French Ligue 2,2022.0,France,0,2,4,1,5,67.0,65.0,73.0,73.0,40.0,67.0,75,67,26,73,32,72,71,67,72,73,70,65,74,72,85,70,76,68,66,65,67,50,70,74,60,67,35,40,44
2,72,72,2200000.0,8000.0,30,169,66,AZ Alkmaar,Holland Eredivisie,2024.0,Netherlands,1,3,3,2,4,58.0,61.0,75.0,72.0,63.0,65.0,70,50,32,78,70,70,75,68,76,75,63,54,68,70,86,76,60,65,64,70,70,74,62,74,62,74,71,60,57
1,72,72,2500000.0,19000.0,27,193,91,FC Augsburg,German 1. Bundesliga,2022.0,Austria,0,3,4,2,3,60.0,73.0,72.0,70.0,41.0,71.0,65,71,73,74,75,71,81,76,70,73,53,65,59,75,52,79,34,69,81,73,58,33,72,73,64,68,36,40,38
1,72,72,2300000.0,12000.0,30,180,78,Club Necaxa,Mexican Liga MX,2025.0,Mexico,1,3,3,1,6,77.0,69.0,67.0,71.0,42.0,73.0,67,69,73,68,65,71,66,65,63,71,76,78,80,69,67,71,83,73,78,65,57,48,74,67,66,67,30,41,38
2,72,72,1900000.0,7000.0,31,177,73,New York Red Bulls,USA Major League Soccer,2021.0,Austria,1,4,4,1,6,80.0,73.0,65.0,75.0,47.0,77.0,65,71,60,66,64,75,73,61,62,74,79,81,83,65,76,80,84,81,76,73,75,40,75,62,72,75,52,46,40
0,72,73,2200000.0,17000.0,28,190,84,Fortuna Düsseldorf,German 2. Bundesliga,2023.0,Germany,1,2,2,1,4,52.0,38.0,56.0,56.0,72.0,72.0,49,29,74,65,23,51,27,31,64,61,49,55,53,72,56,61,66,52,81,34,74,70,52,55,42,63,69,75,72
0,72,72,1700000.0,6000.0,31,178,72,Minnesota United FC,USA Major League Soccer,2022.0,Madagascar,1,2,3,1,5,76.0,31.0,64.0,67.0,67.0,79.0,67,21,60,70,30,64,48,22,61,68,75,76,75,68,67,43,87,90,75,29,71,65,61,65,52,67,67,69,71
0,72,72,2300000.0,8000.0,27,174,73,FC Lugano,Swiss Super League,2022.0,Switzerland,1,3,3,1,5,83.0,62.0,66.0,70.0,63.0,70.0,73,64,57,66,61,68,68,58,60,72,82,84,77,63,80,59,73,90,63,61,64,61,72,67,54,65,64,65,66
2,72,72,1600000.0,18000.0,31,181,79,Sport-Club Freiburg,German 1. Bundesliga,2025.0,Germany,1,3,2,2,4,64.0,47.0,65.0,66.0,70.0,72.0,54,41,61,74,40,64,53,50,69,68,54,73,65,73,65,58,84,75,71,49,68,75,49,63,50,73,70,70,68
0,72,72,2100000.0,15000.0,29,186,75,F.C. København,Danish Superliga,2023.0,Denmark,0,3,3,1,4,69.0,51.0,65.0,69.0,70.0,67.0,69,45,66,69,54,68,61,40,65,71,68,70,69,65,71,65,80,75,63,49,66,69,67,61,45,65,71,71,69
0,72,73,2200000.0,23000.0,28,185,78,Norwich City,English Premier League,2024.0,England,0,3,2,1,3,53.0,29.0,49.0,52.0,73.0,68.0,29,28,73,66,20,40,38,22,57,62,55,51,55,72,63,35,76,52,76,28,68,73,32,44,31,55,73,74,72
1,72,75,3100000.0,18000.0,26,172,67,RSC Anderlecht,Belgian Jupiler Pro League,2024.0,Belgium,1,4,3,1,5,85.0,73.0,65.0,75.0,33.0,61.0,65,72,64,69,73,74,68,67,57,72,89,81,90,75,85,76,71,80,46,72,73,31,72,64,65,69,25,33,31
0,72,72,1600000.0,9000.0,31,188,77,1. FC Nürnberg,German 2. Bundesliga,2023.0,Germany,1,3,2,1,4,57.0,32.0,57.0,55.0,73.0,74.0,49,25,73,67,30,44,45,33,64,67,60,54,54,70,57,52,72,68,77,24,72,71,29,51,55,74,75,73,72
2,72,72,2200000.0,25000.0,30,180,72,Göztepe SK,Turkish Süper Lig,2022.0,Turkey,0,3,3,1,4,63.0,68.0,74.0,74.0,66.0,65.0,70,64,63,75,60,74,80,75,76,75,66,61,74,65,71,74,66,76,62,74,59,68,66,73,71,73,67,66,58
2,72,73,2700000.0,35000.0,27,181,74,Rangers FC,Scottish Premiership,2024.0,England,1,5,3,1,5,64.0,67.0,67.0,69.0,70.0,72.0,52,69,63,73,48,67,71,54,72,72,65,64,68,72,58,72,58,80,66,66,78,73,71,70,46,71,69,71,70
2,72,72,2200000.0,6000.0,30,174,72,Toulouse Football Club,French Ligue 2,2025.0,Belgium,1,4,4,1,6,74.0,61.0,71.0,76.0,67.0,73.0,71,51,54,73,68,74,66,68,70,73,79,70,89,74,81,73,84,87,64,66,76,72,70,72,60,74,64,70,68
2,72,73,2700000.0,21000.0,27,183,65,Stoke City,English League Championship,2022.0,England,1,4,3,1,4,67.0,71.0,68.0,73.0,50.0,67.0,61,73,77,68,59,71,66,63,69,74,69,66,73,74,74,70,83,69,67,72,60,36,76,75,68,74,49,54,45
0,72,73,2200000.0,23000.0,28,184,86,Bristol City,English League Championship,2023.0,Czech Republic,1,3,2,1,5,71.0,48.0,54.0,64.0,71.0,76.0,52,38,74,66,24,61,25,18,60,64,70,72,67,70,67,66,84,74,79,57,70,72,46,48,53,72,69,71,73
2,72,72,2000000.0,12000.0,29,179,70,Al Batin,Saudi Abdul L. Jameel League,2023.0,Ghana,1,2,3,1,5,77.0,63.0,67.0,72.0,69.0,76.0,60,58,62,73,53,72,60,54,67,69,78,76,77,72,79,75,81,89,71,63,72,69,69,69,60,68,65,75,70
2,72,72,2300000.0,7000.0,28,178,75,LA Galaxy,USA Major League Soccer,2021.0,United States,1,5,4,1,6,71.0,64.0,72.0,75.0,62.0,72.0,68,64,55,79,60,75,70,54,69,76,69,72,75,74,72,73,59,78,76,57,56,61,68,72,58,75,62,64,60
2,72,72,2400000.0,12000.0,28,171,66,Fatih Karagümrük S.K.,Turkish Süper Lig,2025.0,Nigeria,1,3,3,2,4,92.0,66.0,63.0,74.0,30.0,55.0,66,65,60,65,65,74,60,48,57,69,93,92,87,69,86,69,74,79,50,66,31,24,68,65,66,65,28,28,24
2,72,72,2300000.0,12000.0,29,181,73,Kasimpaşa SK,Turkish Süper Lig,2023.0,France,1,4,3,2,3,64.0,70.0,75.0,75.0,41.0,58.0,76,66,52,78,68,75,76,76,72,77,62,66,74,66,69,74,54,52,62,74,58,40,71,71,70,70,50,34,26
2,72,72,2400000.0,26000.0,28,174,67,Preston North End,English League Championship,2023.0,Jamaica,0,3,3,1,4,74.0,71.0,71.0,73.0,55.0,66.0,69,72,43,72,57,70,73,66,68,75,75,74,79,68,83,70,58,78,66,72,52,60,74,73,77,80,53,59,49
2,72,72,2400000.0,18000.0,28,179,79,Fortuna Düsseldorf,German 2. Bundesliga,2023.0,Germany,1,3,3,1,4,72.0,68.0,67.0,75.0,39.0,68.0,71,68,45,71,60,77,69,68,44,73,77,67,76,73,75,75,67,75,67,62,63,39,70,71,62,67,43,36,33
2,72,72,1600000.0,6000.0,31,183,77,New York City FC,USA Major League Soccer,2023.0,United States,1,3,3,1,5,60.0,58.0,67.0,67.0,66.0,80.0,61,53,55,71,49,64,64,53,68,70,64,57,71,70,71,70,75,83,78,63,83,69,60,67,45,67,68,66,67
2,72,72,2300000.0,13000.0,28,181,80,Genoa,Italian Serie A,2022.0,Italy,1,3,3,2,6,68.0,67.0,70.0,72.0,75.0,75.0,66,55,68,74,74,73,64,64,72,74,68,68,70,68,65,78,65,70,75,77,86,74,73,68,68,73,76,77,76
0,72,72,2300000.0,21000.0,27,178,72,VfL Bochum 1848,German 1. Bundesliga,2022.0,Greece,0,3,3,1,4,73.0,63.0,66.0,70.0,70.0,69.0,72,48,50,71,68,69,76,80,72,70,73,73,73,67,73,85,70,67,64,81,85,65,41,41,46,68,73,74,74
2,72,72,1900000.0,9000.0,31,182,73,Jeonbuk Hyundai Motors,Korean K League 1,2023.0,Korea Republic,1,3,4,1,5,89.0,68.0,64.0,72.0,57.0,69.0,64,70,62,66,61,72,67,57,56,67,89,89,89,65,71,65,73,78,63,68,70,55,74,66,67,72,54,58,57
2,72,72,800000.0,4000.0,34,173,71,Adelaide United,Australian Hyundai A-League,2024.0,Spain,1,3,3,1,4,49.0,54.0,72.0,72.0,66.0,70.0,59,49,37,74,31,70,72,74,73,71,47,50,78,76,86,65,85,74,68,58,68,68,62,80,50,75,68,73,63
2,72,72,2400000.0,9000.0,28,177,78,FC Tokyo,Japanese J. League Division 1,2022.0,Brazil,1,3,3,1,3,82.0,72.0,71.0,71.0,38.0,74.0,70,73,37,71,66,72,75,78,68,70,83,81,77,64,65,71,59,71,78,70,73,57,70,73,73,65,53,20,12
0,72,72,2100000.0,29000.0,28,183,73,West Bromwich Albion,English League Championship,2024.0,England,0,3,3,1,4,71.0,46.0,65.0,68.0,69.0,68.0,72,44,57,67,41,68,69,61,57,68,68,73,69,69,73,47,70,76,69,47,56,67,60,62,52,62,70,74,68
2,72,72,2200000.0,10000.0,30,175,64,Universidad Católica,Chilian Campeonato Nacional,2022.0,Chile,0,4,3,1,4,65.0,69.0,73.0,75.0,60.0,60.0,69,66,51,77,66,73,79,70,71,78,68,63,80,74,80,73,42,64,55,70,73,66,68,69,74,69,55,66,53
1,72,72,1100000.0,15000.0,34,179,75,ESTAC Troyes,French Ligue 1,2022.0,Tunisia,1,3,3,1,4,71.0,73.0,61.0,72.0,24.0,69.0,51,76,73,67,71,70,51,55,57,72,69,73,82,64,75,71,84,67,75,67,55,18,73,66,70,72,18,20,21
0,72,73,2500000.0,10000.0,27,173,70,Gazişehir Gaziantep F.K.,Turkish Süper Lig,2023.0,Greece,1,3,3,1,5,77.0,61.0,66.0,72.0,69.0,67.0,63,54,58,71,47,73,56,57,68,70,78,77,74,68,78,75,74,72,62,71,70,61,64,63,41,62,70,75,72
2,72,73,2300000.0,19000.0,28,181,72,Hannover 96,German 2. Bundesliga,2022.0,Germany,1,3,3,1,5,58.0,47.0,64.0,67.0,71.0,72.0,57,35,58,73,56,65,56,49,68,67,65,53,69,65,69,58,79,76,68,58,77,75,49,59,55,73,74,70,70
2,72,75,3200000.0,51000.0,24,173,66,Chelsea,English Premier League,2022.0,Belgium,1,5,4,1,4,78.0,63.0,69.0,79.0,24.0,37.0,72,63,39,72,52,80,69,58,67,78,83,74,88,62,81,70,31,45,35,61,32,21,67,67,55,66,24,20,22
2,72,72,2200000.0,10000.0,30,183,73,SD Huesca,Spanish Segunda División,2023.0,Spain,1,3,3,1,3,63.0,65.0,73.0,73.0,56.0,58.0,69,67,49,76,49,74,65,71,72,75,68,58,70,70,64,58,57,70,58,71,45,60,74,76,60,76,59,59,41
0,72,72,2000000.0,7000.0,30,169,62,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,2022.0,Portugal,1,3,3,1,4,82.0,60.0,66.0,74.0,65.0,50.0,72,50,48,69,47,73,59,43,66,72,82,82,85,70,89,75,77,73,31,69,62,69,68,64,53,64,67,65,66
0,72,74,2400000.0,23000.0,28,192,88,Preston North End,English League Championship,2022.0,Germany,1,3,2,1,4,32.0,45.0,53.0,46.0,74.0,75.0,46,36,76,64,42,38,39,54,61,56,33,31,40,71,34,71,44,47,92,43,74,71,34,40,52,63,76,73,72
2,72,72,2300000.0,10000.0,28,181,69,CD Leganés,Spanish Segunda División,2023.0,Spain,1,4,3,2,4,53.0,69.0,75.0,72.0,64.0,52.0,62,68,48,78,42,70,78,81,75,75,55,52,69,74,72,70,67,34,58,75,57,66,69,78,69,69,59,72,62
2,72,72,2400000.0,9000.0,28,174,67,Real Valladolid CF,Spanish Segunda División,2022.0,Spain,1,3,4,1,5,80.0,67.0,68.0,74.0,62.0,55.0,71,66,56,69,51,76,80,75,65,70,80,80,82,70,72,74,66,76,40,68,65,67,67,61,58,75,70,53,57
2,72,72,1900000.0,39000.0,31,173,68,Cruz Azul,Mexican Liga MX,2022.0,Peru,0,1,3,1,5,64.0,66.0,75.0,73.0,66.0,76.0,77,65,53,75,59,72,70,69,74,69,67,62,84,73,76,75,83,83,70,59,81,69,69,77,70,74,72,63,66
2,72,72,1400000.0,11000.0,33,188,82,Vélez Sarsfield,Argentina Primera División,2022.0,Argentina,0,2,4,2,5,64.0,67.0,77.0,80.0,55.0,65.0,75,59,58,80,69,79,85,77,74,81,68,60,83,69,85,82,56,63,70,70,59,54,64,72,59,76,47,61,55
2,72,72,1900000.0,39000.0,31,173,66,Cruz Azul,Mexican Liga MX,2022.0,Mexico,1,3,3,1,6,76.0,60.0,71.0,72.0,61.0,78.0,65,57,53,75,54,69,66,58,71,73,76,76,81,73,80,71,64,92,71,55,79,73,64,73,58,75,43,70,69
2,72,72,2600000.0,14000.0,26,180,69,RCD Espanyol de Barcelona,Spain Primera Division,2024.0,Spain,1,3,4,1,3,83.0,68.0,67.0,75.0,34.0,55.0,70,66,55,66,50,76,67,70,61,75,84,83,84,67,71,76,69,63,50,67,55,39,68,68,70,67,35,26,25
1,72,72,2000000.0,10000.0,31,179,80,FC Tokyo,Japanese J. League Division 1,2022.0,Brazil,1,5,3,1,4,76.0,72.0,69.0,71.0,38.0,75.0,68,72,66,71,72,73,58,60,73,74,73,78,63,68,61,74,65,76,80,67,64,53,74,68,75,69,36,26,23
2,72,72,1500000.0,10000.0,33,170,63,SD Huesca,Spanish Segunda División,2023.0,Spain,1,3,4,1,4,85.0,68.0,72.0,75.0,37.0,43.0,73,70,32,73,46,74,78,74,72,72,87,84,89,67,90,67,71,36,34,71,67,28,68,66,71,65,59,23,36
0,72,72,1500000.0,11000.0,32,189,80,Al Faisaly,Saudi Abdul L. Jameel League,2022.0,Brazil,0,2,2,1,5,41.0,30.0,54.0,53.0,72.0,83.0,44,25,78,63,27,51,43,32,61,62,45,38,33,68,36,43,82,86,85,26,73,68,34,51,46,63,73,71,72
1,72,72,1900000.0,900.0,31,180,80,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,2022.0,Czech Republic,1,3,3,1,4,76.0,70.0,70.0,71.0,36.0,60.0,74,67,48,69,67,72,68,69,64,70,77,76,75,67,70,75,59,70,58,76,53,32,71,73,59,74,35,38,31
2,72,72,2400000.0,9000.0,28,174,74,Ulsan Hyundai FC,Korean K League 1,2023.0,Georgia,1,3,3,1,3,72.0,71.0,66.0,77.0,36.0,63.0,64,69,59,73,59,78,70,52,60,76,68,76,73,69,82,74,39,64,74,78,39,34,70,65,59,78,32,36,25
1,72,72,2400000.0,850.0,28,190,85,SK Slavia Praha,Czech Republic Gambrinus Liga,2023.0,Czech Republic,1,4,3,1,4,68.0,72.0,59.0,68.0,27.0,77.0,55,75,76,67,67,68,56,53,44,72,60,74,66,68,47,72,58,58,87,65,78,23,73,64,67,66,17,25,20
0,72,72,2100000.0,7000.0,28,175,78,Unión Deportiva Las Palmas,Spanish Segunda División,2022.0,Spain,1,3,3,1,5,81.0,64.0,65.0,70.0,65.0,73.0,69,60,61,65,55,68,66,69,59,71,83,80,76,67,81,74,84,88,70,67,59,68,63,63,67,67,65,63,64
2,72,72,2100000.0,6000.0,28,170,69,Colorado Rapids,USA Major League Soccer,2025.0,England,1,3,2,1,5,48.0,47.0,73.0,65.0,63.0,74.0,70,37,46,75,34,59,62,68,78,67,53,43,71,73,85,57,71,78,69,61,82,68,49,72,50,74,66,64,61
